단축코드,상장주식수
019170,52984990.0
108380,9567333.0
225530,36338727.0
100120,10001865.0
001725,7053763.0
204270,57848466.0
045710,0.0
032500,39820883.0
037270,63429410.0
300720,69261540.0
089230,173450191.0
014900,0.0
271940,36313190.0
094360,9640315.0
064820,30901728.0
006110,11000000.0
145210,6453377.0
003670,77463220.0
068290,10000000.0
018260,77377800.0
322780,35755674.0
026960,99700000.0
004650,9190885.0
126340,5468262.0
001530,25568270.0
020150,46110835.0
010100,30450420.0
031390,0.0
064420,0.0
38380K,1465285.0
019300,0.0
097520,17977732.0
033290,88500234.0
008600,67236039.0
073490,6737544.0
000860,6500000.0
040420,15677552.0
239340,26979634.0
038880,294769150.0
311690,5878672.0
003380,112005621.0
089140,35031339.0
023160,26500000.0
060280,38907090.0
039230,0.0
003490,368220661.0
338100,18660000.0
143240,11674263.0
011300,56857860.0
267250,78993085.0
189300,9183669.0
033240,19786678.0
104120,0.0
015760,641964077.0
222800,31854143.0
010130,19863158.0
138250,0.0
241820,10569198.0
000240,94935240.0
013520,50051252.0
001260,9829014.0
013030,13613232.0
078160,16264194.0
004020,133445785.0
018670,9230244.0
307930,15610000.0
003120,2660000.0
140410,26742018.0
000810,47374837.0
002150,33720000.0
000640,6348913.0
114100,0.0
075180,19200000.0
104480,90895434.0
217330,5959661.0
003610,42314090.0
082270,39812863.0
035890,229808457.0
006360,85581490.0
161000,48648709.0
043910,81379556.0
096530,52225994.0
007360,0.0
009450,14568592.0
014580,27583100.0
304840,11752680.0
053450,14792803.0
047050,123375149.0
012330,94573094.0
298690,64640000.0
004690,4055025.0
029960,50000000.0
136540,13864162.0
027410,95716791.0
039030,12319550.0
083650,26000000.0
019210,30573819.0
041650,21471450.0
003540,50773400.0
010400,7622000.0
006350,0.0
119610,13216478.0
054670,14354920.0
030790,21248145.0
000390,27203469.0
064290,12718462.0
100090,53235012.0
000210,20955884.0
121800,55089864.0
114810,29352174.0
271980,14704872.0
096775,1248426.0
950190,13579892.0
100130,57143000.0
121600,10848333.0
025770,37444271.0
010640,10000000.0
003030,4141657.0
014530,34869420.0
046210,32136660.0
334970,47320139.0
016250,2599445.0
001560,10000000.0
002920,25947500.0
002630,118583005.0
017390,5000000.0
012280,53394505.0
138230,0.0
000720,111355765.0
000320,13291151.0
012160,101310372.0
068870,0.0
014130,12000000.0
048410,39649908.0
083310,17810033.0
183300,10020447.0
196490,24686321.0
026940,20000000.0
072990,7071518.0
277070,13692000.0
018310,14700000.0
034730,74149329.0
077360,45437002.0
036580,36727943.0
017900,57943763.0
095910,19504503.0
010955,4021927.0
347860,13950944.0
206650,36444807.0
002690,20300360.0
023460,37200000.0
001080,4150000.0
310200,34738898.0
101330,23958188.0
084110,12621492.0
003000,71063049.0
950180,0.0
056190,35908760.0
011400,0.0
007280,60441670.0
141080,24303258.0
024950,13273577.0
033780,137292497.0
078130,127617473.0
064350,109142293.0
027970,57562997.0
166480,15932133.0
000815,3192000.0
241840,9539994.0
003300,30832884.0
082800,234042627.0
033660,0.0
228760,20727202.0
213500,23800576.0
015230,28572230.0
078520,27033459.0
069460,52003519.0
004710,32109878.0
143210,21863268.0
008000,0.0
004100,36700000.0
037350,15470000.0
214320,20000000.0
000215,1686115.0
228340,20000000.0
058850,42685000.0
002810,18466948.0
002270,0.0
092220,144748141.0
000520,13701645.0
003570,33252697.0
053030,31761048.0
082920,21539152.0
334890,36745335.0
001360,67162079.0
004370,6082642.0
095270,14971256.0
302190,0.0
003090,58141980.0
003780,13000000.0
294870,65907330.0
047310,34420982.0
010620,39942149.0
090435,10557830.0
065650,43615959.0
290510,114534446.0
040350,125973472.0
002760,59900000.0
111770,44311468.0
098460,68654755.0
023410,77310863.0
006910,49129824.0
108320,16264300.0
950210,60096155.0
090080,54902259.0
195870,17000000.0
267980,7843638.0
009680,33000000.0
160580,0.0
023760,315609576.0
001460,624615.0
010120,30000000.0
071200,24396458.0
195940,28904499.0
038060,48103069.0
003530,214547775.0
000070,8564271.0
000430,62000000.0
086820,8143426.0
000020,27931470.0
234340,9453000.0
050890,61221640.0
010950,112582792.0
353200,49416925.0
008930,68623684.0
033170,85728319.0
298540,14544656.0
018120,6621120.0
009420,52240638.0
101160,16510993.0
088790,12447744.0
294140,37000000.0
300120,20780012.0
159580,20032636.0
084990,37689326.0
139480,27875819.0
114450,15000000.0
003470,199596576.0
001390,13866096.0
001450,89400000.0
009520,41642703.0
059090,33416778.0
019550,162066575.0
152100,0.0
307950,27423982.0
014990,70712995.0
002320,14947628.0
017810,38120542.0
065450,28652800.0
046140,21463555.0
108790,0.0
041910,11898263.0
002960,1300000.0
003160,31496785.0
041190,84000000.0
018290,34483893.0
033250,32000000.0
161580,21989107.0
002840,4970000.0
372910,27674406.0
123890,123977752.0
085370,26342457.0
036640,16354800.0
001440,1244473009.0
078890,16155561.0
005680,20000000.0
389260,17000000.0
285490,10575831.0
107590,2320000.0
347700,10227950.0
052790,11330638.0
005385,24356685.0
222080,61777397.0
035760,21929154.0
058650,4000000.0
047810,97475107.0
286940,15396331.0
138910,0.0
036570,21954022.0
203400,18842237.0
011070,23667107.0
006800,615316408.0
122310,14553844.0
007310,3671981.0
062860,9872720.0
021080,48000000.0
067830,41040895.0
017370,18314054.0
001630,5009861.0
051310,0.0
004010,0.0
214450,10111930.0
339770,24982540.0
001680,34648025.0
256630,57903322.0
108670,8967670.0
009180,27477425.0
067630,96600091.0
069640,30106502.0
203690,45905096.0
006570,15225000.0
003920,720000.0
009460,59667486.0
126880,23204903.0
012320,2365023.0
006060,55320000.0
004360,19308690.0
103590,37080390.0
012630,59741721.0
352820,41353387.0
348370,15340469.0
105630,40000000.0
115180,8883462.0
027390,0.0
033270,16244822.0
093920,18600000.0
005090,14677004.0
317400,38782520.0
012990,0.0
001540,13042420.0
001300,0.0
298000,3190126.0
003070,25210438.0
009190,32354764.0
123860,11699856.0
323990,15223000.0
058970,11212120.0
023350,10950000.0
093240,31154798.0
109070,36810230.0
011370,100894865.0
214610,18308101.0
036830,20964056.0
002300,0.0
036420,19172319.0
032350,72332651.0
006405,1617896.0
036010,13292934.0
004150,42008577.0
095610,19768226.0
010420,20493012.0
021960,0.0
299900,42762221.0
380440,51290000.0
025980,86428901.0
038870,11804087.0
079440,0.0
168330,31754900.0
001200,96866418.0
131370,53267083.0
066270,0.0
003800,11090000.0
002790,82458180.0
101730,33295292.0
060590,24181020.0
006740,22200000.0
008320,0.0
036030,49019283.0
061250,68052006.0
058860,34802000.0
042670,197763411.0
009140,1570797.0
069510,10910000.0
042700,98919754.0
196170,42933685.0
074610,57740970.0
389140,10224235.0
066970,35929616.0
104700,42450000.0
030190,60714820.0
166400,0.0
185750,11988038.0
092130,12043600.0
071660,0.0
011040,30768766.0
171090,9209176.0
145270,48060774.0
294090,30303521.0
136480,106209702.0
134790,2000000.0
258830,40666445.0
067290,46127437.0
002380,8886471.0
010770,14625466.0
297090,27000000.0
590013,0.0
035080,15527584.0
012690,36571255.0
122990,28186941.0
102460,17998577.0
052400,15559118.0
000650,1429220.0
015860,49347483.0
267290,5895406.0
002860,0.0
009810,89717066.0
003230,7533015.0
010060,23849371.0
208470,0.0
041510,23794401.0
045660,8260000.0
032620,52197139.0
060240,25429284.0
069960,23402441.0
067160,11494767.0
016590,4029782.0
015590,231211638.0
002820,12607989.0
034310,37882300.0
038540,55328313.0
097870,8490000.0
009200,41609310.0
093190,19238905.0
042000,22497198.0
005690,59958950.0
054050,16030561.0
089890,16584962.0
008870,1000000.0
200230,108604300.0
290670,7824500.0
005390,143708390.0
104620,15747096.0
166090,19752674.0
083450,9317745.0
099320,9085607.0
173940,15208397.0
182360,13804687.0
382840,15060573.0
065660,9731373.0
063160,5485962.0
108860,22358975.0
054780,19547793.0
02826K,1627425.0
060250,40160611.0
000490,23932354.0
226330,13517716.0
014710,17218543.0
001550,5192239.0
298340,0.0
017800,40815191.0
021820,10000000.0
011170,34275419.0
004770,34845011.0
131970,14759577.0
000180,69751600.0
035510,17200000.0
093230,94801884.0
208640,139240254.0
348030,9603800.0
214430,7106760.0
364960,0.0
063080,6595192.0
023600,16170000.0
028300,106903481.0
035000,16567409.0
033920,28500000.0
004990,104909237.0
103130,0.0
079160,47707887.0
269370,0.0
091120,17132936.0
155900,15200004.0
003690,120369116.0
138070,17503204.0
085660,56268318.0
033340,49908224.0
089980,15989037.0
160550,27906106.0
251340,0.0
017040,43337615.0
383800,76280690.0
028150,0.0
319640,0.0
051900,15618197.0
029460,13554044.0
093520,16163092.0
130960,0.0
163730,9305742.0
000370,116738915.0
307750,49069269.0
084870,20856819.0
068240,34660519.0
131290,11061429.0
099220,56171811.0
084010,24646734.0
048260,14285717.0
006380,40000000.0
268280,5100000.0
067390,25712885.0
005810,10409528.0
014910,19486857.0
009270,95568813.0
033180,155264872.0
108230,38023245.0
025620,76982774.0
003960,9164467.0
002170,3000000.0
016830,0.0
034810,26356298.0
025820,33442000.0
111820,0.0
010690,34920410.0
066575,17185992.0
363570,0.0
213420,24831179.0
052330,15574552.0
004780,15903199.0
071055,5858251.0
019680,84702850.0
222200,0.0
181340,13943199.0
043650,17858304.0
241520,27811403.0
006260,32200000.0
052260,15000000.0
041140,0.0
094170,17882522.0
105330,12135382.0
200130,29543558.0
002100,19522575.0
073240,287260287.0
272290,20125658.0
053800,10013855.0
001720,9386237.0
004060,202424960.0
016580,18600070.0
024070,15326438.0
084730,10425682.0
336260,65493726.0
104830,12608000.0
215360,9132163.0
248070,50005551.0
115390,50200444.0
031330,99995067.0
102210,0.0
276040,12360824.0
010580,111251760.0
002070,29793990.0
256840,67582488.0
201490,31257770.0
126700,14942112.0
105840,20323614.0
000880,74958735.0
093320,4880000.0
274090,12247648.0
204210,7826815.0
001290,108337120.0
123700,15604898.0
037950,84447519.0
079660,0.0
003240,1113400.0
006370,10821611.0
064240,35038012.0
038500,107916306.0
136410,11019106.0
016610,42446389.0
032940,18193230.0
053000,0.0
002795,6443770.0
289220,21996222.0
192820,11349509.0
121440,42836818.0
271560,39536132.0
011210,27195083.0
034590,4374754.0
292050,0.0
016100,19100894.0
000250,22768041.0
051490,14200000.0
004270,36212160.0
012200,32600000.0
011420,27549644.0
215600,102867125.0
091990,158242322.0
00088K,22472000.0
071970,28365976.0
002880,115170166.0
073560,69237643.0
005450,0.0
015020,42851600.0
065530,52860000.0
141020,32802132.0
087260,32552861.0
290550,16462666.0
089030,37353645.0
189860,9698780.0
195990,271713437.0
012450,50630000.0
095700,25144982.0
013240,0.0
058470,15242370.0
000230,11540400.0
004590,15000000.0
204630,10324760.0
138690,23268260.0
034230,90942672.0
008110,10490447.0
054950,12089892.0
152330,0.0
139670,13546307.0
004130,0.0
322510,15248264.0
139280,0.0
084670,2895569.0
027710,111416600.0
067170,15391605.0
082640,161358585.0
156100,13405659.0
002220,26697460.0
241790,10002634.0
348210,9956674.0
259960,49072045.0
072130,13195454.0
091580,13628219.0
009240,23533928.0
001070,5300000.0
057500,0.0
080220,34442833.0
046390,43172933.0
088260,63341590.0
006980,3090000.0
053610,11000000.0
001800,62645422.0
010140,880000000.0
006120,19037855.0
237880,18071353.0
032850,16623293.0
206560,25410336.0
302550,6127616.0
006090,9422739.0
004980,24516073.0
263700,18103654.0
069080,35310884.0
039200,30206525.0
365550,213089000.0
035250,213940500.0
060310,46271513.0
013580,8930907.0
003680,6209515.0
015540,24553927.0
051600,45000000.0
067080,18616650.0
011780,30295844.0
008900,0.0
142280,21117283.0
051905,2099697.0
192250,70671257.0
031820,121051466.0
089860,36634063.0
002450,90530915.0
060000,0.0
027360,120822956.0
234310,0.0
005420,35008228.0
305090,14744200.0
192520,0.0
014280,29329357.0
011160,0.0
097955,1327433.0
151910,177134118.0
001830,0.0
094850,14000000.0
083790,69246486.0
026890,41678175.0
046440,38825568.0
264450,10245706.0
130580,15400000.0
112040,33796962.0
332570,37141356.0
321550,23984526.0
001380,44964143.0
012750,37999178.0
019990,9756088.0
058610,22177360.0
003555,3021620.0
056090,76185130.0
058630,19543877.0
298060,12120570.0
251630,15155580.0
042660,107290669.0
002720,20195149.0
005620,0.0
014790,37858601.0
030530,77237981.0
240810,49083901.0
298380,47658014.0
031310,16439898.0
104460,10713625.0
012610,41616365.0
042040,160542012.0
090470,14597808.0
090460,34464379.0
236200,7193273.0
003060,398575882.0
003545,26000000.0
228810,0.0
007660,63246419.0
241560,100249166.0
032390,0.0
078600,15480593.0
338220,11379656.0
229000,6668588.0
290650,22684891.0
006400,68764530.0
069500,0.0
069620,11586575.0
035600,27904434.0
049520,21784936.0
093050,29240000.0
251270,85953502.0
180400,28692885.0
047080,24822362.0
036630,277836937.0
053580,13786248.0
004200,0.0
039130,16039185.0
082740,71543994.0
003010,12712747.0
377300,132630917.0
002140,24939425.0
005880,319177460.0
003650,1739672.0
101490,21451447.0
017960,43960757.0
208710,42254457.0
002240,23000000.0
298050,4479948.0
047400,42000000.0
085310,79983352.0
031440,3872480.0
025890,11309259.0
006620,28464992.0
365270,13789968.0
068050,27694076.0
315640,9317134.0
298020,4327682.0
179290,31749008.0
214390,23906860.0
051360,16417058.0
329180,88773116.0
015890,29228750.0
273640,10966000.0
006220,32128774.0
092780,13168460.0
012030,201173933.0
002460,10150000.0
008970,118885290.0
352700,28276899.0
010780,30892606.0
115440,9791082.0
086790,295903476.0
072710,4637790.0
037330,43885224.0
260930,19341591.0
011785,3023486.0
337930,29572416.0
232140,82045350.0
010520,0.0
001500,31712562.0
006890,11600000.0
039490,26219513.0
108070,0.0
001820,10395000.0
065130,15976257.0
025930,0.0
143160,10716390.0
034120,18252582.0
299030,7473170.0
206400,28834011.0
001940,16176380.0
225330,0.0
114120,22961315.0
100700,43800000.0
123260,0.0
134380,2199268.0
138610,9957479.0
008730,24800000.0
064550,25810291.0
138490,38000000.0
229640,30624879.0
264900,12523850.0
066570,163647814.0
005387,36485451.0
005270,0.0
015940,0.0
268600,34778732.0
123330,7000000.0
357780,7778566.0
171120,18893576.0
148250,7646489.0
301300,5580180.0
006490,109889337.0
010960,25000000.0
011810,28621454.0
193250,57427776.0
043150,14854256.0
067310,47921854.0
011200,489039496.0
011700,32446151.0
377330,7965454.0
086900,6556073.0
069260,40878588.0
101360,10608636.0
244460,27424804.0
255440,13058000.0
115450,31335211.0
003550,157300993.0
004000,25800000.0
004310,32000000.0
002030,2191024.0
006880,11828858.0
253840,16238809.0
133820,29781941.0
009970,13635592.0
001790,89696580.0
097950,15054186.0
034950,4540514.0
304100,10201330.0
000120,22812344.0
032830,200000000.0
123420,11469842.0
095570,46822295.0
081580,15508143.0
000500,4160347.0
063170,17774267.0
094800,92834331.0
128940,12317971.0
002000,0.0
004840,19930000.0
101140,53396820.0
007540,2875800.0
002990,36953595.0
023770,8766820.0
267850,11100000.0
354200,12502912.0
078350,15244382.0
109610,48907400.0
007610,18000000.0
123100,0.0
004560,15078811.0
001020,47566810.0
004250,36720000.0
024890,41249152.0
142210,18804562.0
001780,89969432.0
000140,23206765.0
064960,14623136.0
119850,16448909.0
007820,20033946.0
021320,21400000.0
194370,13335601.0
016740,33066680.0
003100,6600000.0
044340,17873425.0
051630,15800000.0
272450,52200000.0
101530,29116822.0
032190,38300000.0
066620,7500000.0
009720,0.0
122450,45335964.0
236810,16975426.0
005800,9000000.0
096770,92465564.0
187870,7036609.0
009310,58867419.0
244920,22607693.0
042420,8856866.0
025860,49678843.0
009160,65429516.0
065170,88970559.0
020710,20047970.0
144620,0.0
036460,92313000.0
308170,8610000.0
084680,141806193.0
148070,0.0
078930,92915378.0
008020,0.0
214270,27904552.0
016360,89300000.0
28513K,2115429.0
044490,20007381.0
065350,27483948.0
089470,31900000.0
015260,29047819.0
086960,8892608.0
004080,9500000.0
063570,34147728.0
340440,28378364.0
000950,1680000.0
067000,68513739.0
045520,6500000.0
000040,96138465.0
011390,1056000.0
048550,95625120.0
039010,8625000.0
216080,17802259.0
005330,0.0
009070,30000000.0
003580,42367042.0
080520,11746609.0
096240,11543764.0
088350,868530000.0
005430,3166355.0
137310,103271353.0
009410,38899098.0
183190,38958090.0
004430,24000000.0
225220,9590835.0
096630,66279963.0
010600,66432104.0
138930,325935246.0
001230,95432737.0
242040,34241700.0
051915,7688800.0
089590,49759668.0
014200,90706696.0
005320,55409386.0
195980,0.0
115310,3192883.0
249420,26803285.0
013570,26319633.0
383310,15304932.0
220260,26558307.0
009290,52420851.0
051910,70592343.0
007590,13617577.0
071050,55725992.0
025850,0.0
031430,35700000.0
066700,32474435.0
091590,11740000.0
087010,20626853.0
069730,14400000.0
024900,32564980.0
057880,118807375.0
007070,104717922.0
001340,44918407.0
007110,77456610.0
316140,728060549.0
239610,5392115.0
067570,32824712.0
306200,2836300.0
007810,23620751.0
228850,16591014.0
105560,408897068.0
007690,9010616.0
000990,44398588.0
200880,27028437.0
005860,39403685.0
033160,21807689.0
246710,20791964.0
033500,29764052.0
008250,10952635.0
002700,71047521.0
084850,22677934.0
357120,88534474.0
018250,26409935.0
010820,48061460.0
065680,9934220.0
010660,22000000.0
007210,68560000.0
013000,28705031.0
222040,20628000.0
006730,60399705.0
281820,20861556.0
072520,43568670.0
205470,34223815.0
006340,71964534.0
002310,8956502.0
060570,56859847.0
185490,21478340.0
036560,15750000.0
024090,11400000.0
095660,22033719.0
010170,73741625.0
094840,10471840.0
099750,6386000.0
011230,10457940.0
037560,77446865.0
054210,25291210.0
007860,23479844.0
114090,61855670.0
049070,17200000.0
230360,32298029.0
429760,0.0
063440,45729154.0
001040,29176998.0
012510,30382784.0
036930,48249212.0
064480,11952500.0
253280,0.0
065060,98008044.0
006660,8126314.0
003480,29529812.0
095500,31009999.0
049480,31422383.0
065950,28231302.0
120030,1257651.0
376980,9438136.0
137950,22267814.0
078860,96126472.0
003080,20020000.0
089600,10539962.0
086390,21134126.0
005740,14847347.0
005945,18870968.0
230240,13489026.0
214420,24054799.0
005360,18897307.0
011760,13228966.0
058110,16050530.0
063350,0.0
085620,177016189.0
001420,7600000.0
008040,141144600.0
035720,445311182.0
091810,160330279.0
088390,9385844.0
028050,196000000.0
092190,38223653.0
048910,12578946.0
002610,0.0
225570,65750152.0
023450,3610000.0
086450,44460000.0
008260,28600117.0
005440,97704482.0
195970,0.0
002410,24831982.0
214330,198979870.0
017480,15702890.0
056000,19720225.0
041930,15800000.0
150840,38234020.0
049180,40224173.0
139990,26452189.0
259630,12282402.0
054620,20394221.0
247540,97801344.0
001770,1214878.0
014470,60052260.0
079370,10384000.0
086980,62638000.0
043370,21000000.0
005490,84571230.0
038680,16145163.0
084690,36212538.0
086280,37500000.0
014830,8889843.0
109820,20393640.0
017670,218833144.0
084370,22916042.0
363280,50929268.0
090710,163775698.0
215790,40283149.0
037370,8624972.0
210980,22190164.0
006040,3677641.0
091090,178589858.0
018500,46754933.0
272550,15788671.0
058400,132429720.0
036550,0.0
004490,14000000.0
