단축코드,상장주식수
100590,14860434.0
079980,34500000.0
023890,0.0
161390,123875069.0
014820,28991282.0
025320,73346050.0
007340,9994005.0
125210,16496790.0
151860,36000000.0
114570,0.0
148140,43208667.0
047920,27871150.0
046940,18074350.0
004800,21071025.0
037150,0.0
205500,46007946.0
235980,21071002.0
086890,33182668.0
284740,22437330.0
161890,22881180.0
058730,18382515.0
036200,30664223.0
023000,40000000.0
011280,70805940.0
002200,4000000.0
353810,34191720.0
088130,10662938.0
001060,22178081.0
192650,67380497.0
215000,6275415.0
110790,11715480.0
036710,40663579.0
192530,0.0
101060,0.0
080160,18900000.0
118990,24495500.0
131100,26833204.0
293580,9577000.0
310960,0.0
302440,76784046.0
350520,28358617.0
171010,13836057.0
001520,238684063.0
036000,23034277.0
00680K,140000000.0
030350,41336352.0
094860,104459775.0
067250,0.0
306040,9865828.0
015750,80000000.0
008490,11569113.0
047560,11376432.0
093370,92606819.0
123690,16068000.0
002710,24843279.0
009155,2906984.0
102120,17780753.0
006840,13247561.0
053690,10957550.0
007700,39114367.0
114800,0.0
340570,8128000.0
001470,187673375.0
367000,8269707.0
061040,32089259.0
000155,3996462.0
041460,19000000.0
000660,728002365.0
020560,74411764.0
299660,9731192.0
161510,0.0
00279K,7092200.0
069110,23940660.0
025750,80565149.0
016710,16089459.0
216050,12843222.0
008670,0.0
009470,6613820.0
002420,5293148.0
060720,23677442.0
088800,44926073.0
001430,35862119.0
000540,64242645.0
033310,40342231.0
033530,27820961.0
140860,6944559.0
005990,13718304.0
178320,37580642.0
019180,18000000.0
105740,8491912.0
052670,29129064.0
008500,1200000.0
009320,47646375.0
005850,46448520.0
052690,38220000.0
000270,405363347.0
018000,122248023.0
122350,38339428.0
006200,46803136.0
284620,22322396.0
097780,56704050.0
024110,744300587.0
348150,17030549.0
163560,13900000.0
047040,415622638.0
000700,26041812.0
025560,4452007.0
005190,0.0
047820,21712702.0
096640,37946235.0
077970,23008904.0
029780,115858891.0
064260,68949040.0
200710,13334327.0
293940,73830123.0
200350,6258519.0
137400,22741198.0
003190,0.0
019440,8570000.0
352910,11450818.0
039560,36380838.0
041830,13683782.0
004170,9845181.0
014160,108394549.0
036530,16303886.0
032640,436611361.0
078340,12866420.0
158430,4353577.0
130660,32600000.0
245620,84075931.0
030610,64653296.0
126560,110202945.0
002360,111133730.0
088910,25831764.0
028080,12577506.0
123410,27841064.0
067900,18199659.0
119650,17600000.0
008700,77124820.0
174900,15318069.0
032710,0.0
227840,9100836.0
012700,26446135.0
361610,71297592.0
009900,52470133.0
015360,6000000.0
012790,11541464.0
137930,0.0
123040,43647846.0
005290,51414494.0
128820,45235478.0
078020,55481190.0
009540,70773116.0
058820,138892244.0
090360,9750000.0
014620,28600000.0
000890,139120129.0
031980,21562395.0
085670,24209753.0
265560,10690180.0
007570,19085664.0
262260,14399995.0
003720,34000000.0
020120,36580741.0
005389,2428735.0
053210,47821966.0
160980,10924243.0
080420,79721622.0
005280,0.0
023800,15333213.0
180640,66761796.0
042370,26200025.0
003560,173527645.0
001250,82533764.0
007680,13446474.0
014680,11335195.0
071320,11578744.0
293480,17772946.0
229200,0.0
055550,512934131.0
277810,16135214.0
074600,26288000.0
317690,16479411.0
290380,24713612.0
004890,2425215.0
051160,15474430.0
027740,63511228.0
049950,8586820.0
002250,0.0
141000,12114710.0
131390,14818910.0
211900,0.0
000910,15611619.0
041960,64185876.0
102260,49689728.0
040910,18065413.0
118000,84704985.0
323410,476621437.0
006650,6500000.0
261200,14757890.0
004440,12731947.0
282330,17283906.0
217270,33008224.0
234100,48001785.0
179900,16286895.0
032820,150625104.0
000590,1154482.0
052710,9743406.0
009440,22434980.0
089970,23980595.0
357430,26580000.0
206640,23486560.0
046890,58305400.0
034940,30979827.0
204020,20147430.0
029530,10080029.0
117580,27500000.0
