종목코드,Revenue,OperatingIncomeLoss,ProfitLoss,SetDate
078020,3.54818E+11,61239000000,45461000000,2021-06-30
078020,3.66699E+11,52889000000,38357000000,2021-09-30
078020,3.27096E+11,46006000000,27736000000,2021-12-31
078020,3.40827E+11,31506000000,22269000000,2022-03-31
078020,3.46388E+11,19811000000,14868000000,2022-06-30
078020,3.72337E+11,8964000000,7597000000,2022-09-30
078020,2.88499E+11,-18670000000,-15111000000,2022-12-31
190650,7555000000,16981000000,1918000000,2015-12-31
190650,5033000000,23175000000,3126000000,2016-03-31
190650,8145000000,23195000000,3145000000,2016-06-30
190650,4719000000,22761000000,2770000000,2016-09-30
190650,6465000000,28418000000,1685000000,2016-12-31
190650,6733000000,18737000000,909000000,2017-03-31
190650,17059000000,23359000000,3376000000,2017-06-30
190650,5556000000,23244000000,-271000000,2017-09-30
190650,9495000000,32223000000,5544000000,2017-12-31
190650,19517000000,35289000000,-255000000,2018-03-31
190650,10370000000,41702000000,5391000000,2018-06-30
190650,6855000000,42923000000,1153000000,2018-09-30
190650,-2190000000,48890000000,2508000000,2018-12-31
190650,18640000000,32446000000,-1025000000,2019-03-31
190650,14013000000,49046000000,4609000000,2019-06-30
190650,6565000000,44472000000,46000000,2019-09-30
190650,12762000000,38766000000,1335000000,2019-12-31
190650,11016000000,86004000000,3432000000,2020-03-31
190650,31314000000,36589000000,3077000000,2020-06-30
190650,45383000000,41396000000,5739000000,2020-09-30
190650,37698000000,35570000000,2575000000,2020-12-31
190650,49122000000,46441000000,4901000000,2021-03-31
190650,45461000000,46771000000,6140000000,2021-06-30
190650,38357000000,50114000000,4520000000,2021-09-30
190650,27736000000,61383000000,9933000000,2021-12-31
190650,22269000000,58338000000,926000000,2022-03-31
190650,14868000000,64662000000,1005000000,2022-06-30
190650,7597000000,67317000000,-1796000000,2022-09-30
190650,-15111000000,37789000000,-277000000,2022-12-31
039490,1.34733E+11,12447000000,11206000000,2015-12-31
039490,1.9925E+11,54259000000,48377000000,2016-03-31
039490,1.63816E+11,35374000000,30626000000,2016-06-30
039490,1.81943E+11,39154000000,28505000000,2016-09-30
039490,2.39723E+11,47038000000,32974000000,2016-12-31
039490,2.45282E+11,54556000000,51744000000,2017-03-31
039490,2.18522E+11,69143000000,52285000000,2017-06-30
039490,2.20257E+11,30832000000,23906000000,2017-09-30
039490,3.1391E+11,73198000000,55389000000,2017-12-31
039490,4.50074E+11,92620000000,81991000000,2018-03-31
039490,3.97799E+11,68864000000,60810000000,2018-06-30
039490,3.98646E+11,57049000000,43637000000,2018-09-30
039490,6.04987E+11,13575000000,4362000000,2018-12-31
039490,5.65705E+11,1.60756E+11,1.33517E+11,2019-03-31
039490,5.3442E+11,45287000000,38015000000,2019-06-30
039490,5.71097E+11,55436000000,45759000000,2019-09-30
039490,6.1333E+11,88286000000,68710000000,2019-12-31
039490,1.78912E+12,33161000000,43502000000,2020-03-31
039490,6.97331E+11,2.36492E+11,1.74281E+11,2020-06-30
039490,9.3678E+11,2.75796E+11,2.07173E+11,2020-09-30
039490,4.21285E+11,2.28252E+11,1.41031E+11,2020-12-31
039490,1.21883E+12,2.7616E+11,2.23298E+11,2021-03-31
039490,8.30689E+11,2.15587E+11,1.69603E+11,2021-06-30
039490,1.09444E+12,2.5801E+11,1.97472E+11,2021-09-30
039490,1.88366E+12,1.99699E+11,1.82117E+11,2021-12-31
039490,1.73297E+12,1.91013E+11,1.61161E+11,2022-03-31
039490,2.16121E+12,1.23505E+11,1.02269E+11,2022-06-30
039490,2.43928E+12,1.62582E+11,1.29389E+11,2022-09-30
039490,1.6982E+12,1.68645E+11,1.00286E+11,2022-12-31
001750,38936000000,1741000000,-557000000,2015-12-31
001750,49078000000,3280000000,2811000000,2016-03-31
001750,45856000000,2381000000,1807000000,2016-06-30
001750,47632000000,2760000000,2449000000,2016-09-30
001750,44782000000,441000000,-141000000,2016-12-31
001750,45333000000,1664000000,1497000000,2017-03-31
001750,40872000000,2585000000,2139000000,2017-06-30
001750,38631000000,-544000000,-322000000,2017-09-30
001750,45781000000,2398000000,1589000000,2017-12-31
001750,53728000000,2672000000,2215000000,2018-03-31
001750,53421000000,3957000000,3347000000,2018-06-30
001750,48509000000,-16000000,98000000,2018-09-30
001750,49424000000,-992000000,-1006000000,2018-12-31
001750,51553000000,5732000000,4217000000,2019-03-31
001750,76110000000,9200000000,7006000000,2019-06-30
001750,95409000000,8054000000,6742000000,2019-09-30
001750,87335000000,6607000000,4196000000,2019-12-31
001750,1.36895E+11,13496000000,9096000000,2020-03-31
001750,97857000000,14304000000,10853000000,2020-06-30
001750,1.32212E+11,24646000000,18836000000,2020-09-30
001750,1.10184E+11,11810000000,7145000000,2020-12-31
001750,2.05525E+11,35953000000,24492000000,2021-03-31
001750,2.30116E+11,35912000000,25773000000,2021-06-30
001750,2.21948E+11,24944000000,17073000000,2021-09-30
001750,2.16577E+11,19430000000,12106000000,2021-12-31
001750,2.73766E+11,20848000000,14168000000,2022-03-31
001750,2.89378E+11,10804000000,8152000000,2022-06-30
001750,3.07074E+11,5425000000,3352000000,2022-09-30
001750,2.46926E+11,120000000,-1639000000,2022-12-31
003530,1.31004E+11,-47738000000,-34714000000,2015-12-31
003530,7.46895E+11,-91212000000,-69806000000,2016-03-31
003530,1.48483E+11,-99840000000,-73622000000,2016-06-30
003530,4.51698E+11,5491000000,4109000000,2016-09-30
003530,2.20225E+11,-7304000000,-26399000000,2016-12-31
003530,5.978E+11,22747000000,17739000000,2017-03-31
003530,2.49195E+11,21253000000,16171000000,2017-06-30
003530,4.31354E+11,8831000000,6550000000,2017-09-30
003530,4.15454E+11,7594000000,3509000000,2017-12-31
003530,6.36776E+11,33256000000,25540000000,2018-03-31
003530,4.79491E+11,26037000000,19489000000,2018-06-30
003530,3.25206E+11,26703000000,19879000000,2018-09-30
003530,4.33601E+11,11943000000,7841000000,2018-12-31
003530,5.01697E+11,39823000000,29823000000,2019-03-31
003530,3.88409E+11,30056000000,22714000000,2019-06-30
003530,3.62796E+11,20490000000,16059000000,2019-09-30
003530,2.94597E+11,21262000000,32593000000,2019-12-31
003530,1.29903E+12,-50461000000,-38728000000,2020-03-31
003530,3.36282E+11,44086000000,32361000000,2020-06-30
003530,4.44071E+11,64210000000,48773000000,2020-09-30
003530,6.26264E+11,40925000000,20205000000,2020-12-31
003530,8.17792E+11,66300000000,48412000000,2021-03-31
003530,3.09389E+11,30798000000,25920000000,2021-06-30
003530,4.179E+11,42207000000,31141000000,2021-09-30
003530,3.15625E+11,63335000000,36294000000,2021-12-31
003530,5.03967E+11,50530000000,39473000000,2022-03-31
003530,5.68648E+11,-4556000000,-5830000000,2022-06-30
003530,7.02549E+11,6141000000,51000000,2022-09-30
003530,2.83972E+11,1745000000,-57225000000,2022-12-31
001500,99426000000,7094000000,4244000000,2015-12-31
001500,1.54184E+11,22307000000,17132000000,2016-03-31
001500,1.29984E+11,17563000000,13574000000,2016-06-30
001500,1.26683E+11,15987000000,12053000000,2016-09-30
001500,1.22291E+11,-1881000000,-1850000000,2016-12-31
001500,1.34509E+11,19174000000,14886000000,2017-03-31
001500,1.22342E+11,19358000000,14452000000,2017-06-30
001500,1.30997E+11,32929000000,24861000000,2017-09-30
001500,1.14683E+11,6501000000,4705000000,2017-12-31
001500,1.40559E+11,25803000000,17794000000,2018-03-31
001500,1.60912E+11,11394000000,9713000000,2018-06-30
001500,1.41897E+11,27762000000,20694000000,2018-09-30
001500,1.4944E+11,4208000000,3267000000,2018-12-31
001500,1.93734E+11,29268000000,21213000000,2019-03-31
001500,1.68742E+11,24233000000,17379000000,2019-06-30
001500,1.56963E+11,19102000000,13699000000,2019-09-30
001500,1.59833E+11,10024000000,7551000000,2019-12-31
001500,3.14458E+11,34830000000,25889000000,2020-03-31
001500,1.17749E+11,40454000000,28249000000,2020-06-30
001500,2.04347E+11,55413000000,41349000000,2020-09-30
001500,1.89569E+11,-13032000000,-10998000000,2020-12-31
001500,2.40845E+11,57414000000,41514000000,2021-03-31
001500,1.82461E+11,42212000000,31087000000,2021-06-30
001500,2.5197E+11,40959000000,30269000000,2021-09-30
001500,1.63152E+11,14865000000,13859000000,2021-12-31
001500,2.37911E+11,38528000000,29317000000,2022-03-31
001500,3.34851E+11,44920000000,33663000000,2022-06-30
001500,4.17283E+11,26906000000,19873000000,2022-09-30
001500,1.57771E+11,-3310000000,-2680000000,2022-12-31
029780,9.55857E+11,89803000000,78800000000,2015-12-31
029780,8.61334E+11,1.31698E+11,1.00535E+11,2016-03-31
029780,8.5808E+11,1.09067E+11,83089000000,2016-06-30
029780,8.9094E+11,1.28318E+11,97770000000,2016-09-30
029780,9.34333E+11,85433000000,66578000000,2016-12-31
029780,9.40333E+11,1.46299E+11,1.11726E+11,2017-03-31
029780,9.20072E+11,1.30374E+11,99599000000,2017-06-30
029780,9.42821E+11,1.19362E+11,91388000000,2017-09-30
029780,9.48029E+11,1.03781E+11,82222000000,2017-12-31
029780,1.02448E+12,1.47173E+11,1.10661E+11,2018-03-31
029780,1.01004E+12,1.14774E+11,82226000000,2018-06-30
029780,1.00618E+12,1.07271E+11,79480000000,2018-09-30
029780,3.73247E+11,98209000000,71550000000,2018-12-31
029780,8.82751E+11,1.47263E+11,1.20988E+11,2019-03-31
029780,8.28449E+11,94095000000,69480000000,2019-06-30
029780,8.20022E+11,1.20124E+11,90517000000,2019-09-30
029780,8.39607E+11,81816000000,61572000000,2019-12-31
029780,8.53814E+11,1.49782E+11,1.11805E+11,2020-03-31
029780,8.38827E+11,1.44968E+11,1.08337E+11,2020-06-30
029780,8.45378E+11,1.69917E+11,1.26656E+11,2020-09-30
029780,8.62349E+11,64091000000,49061000000,2020-12-31
029780,8.95287E+11,1.85467E+11,1.38122E+11,2021-03-31
029780,8.91961E+11,1.91797E+11,1.41709E+11,2021-06-30
029780,8.96165E+11,1.88202E+11,1.37756E+11,2021-09-30
029780,9.29557E+11,1.81495E+11,1.33472E+11,2021-12-31
029780,9.31394E+11,2.16952E+11,1.60719E+11,2022-03-31
029780,9.44888E+11,2.07443E+11,1.53551E+11,2022-06-30
029780,9.48862E+11,1.91109E+11,1.40097E+11,2022-09-30
029780,1.00912E+12,2.28436E+11,1.62783E+11,2022-12-31
123890,23389000000,8546000000,5301000000,2015-12-31
123890,22509000000,15347000000,11726000000,2016-03-31
123890,26946000000,17189000000,13112000000,2016-06-30
123890,31326000000,22580000000,17071000000,2016-09-30
123890,36937000000,26633000000,20535000000,2016-12-31
123890,43643000000,33100000000,24358000000,2017-03-31
123890,46487000000,37588000000,28598000000,2017-06-30
123890,53470000000,36248000000,27556000000,2017-09-30
123890,57999000000,44565000000,33841000000,2017-12-31
123890,45882000000,28262000000,21754000000,2018-03-31
123890,50954000000,35436000000,26962000000,2018-06-30
123890,52235000000,24836000000,18996000000,2018-09-30
123890,55490000000,34321000000,25462000000,2018-12-31
123890,52381000000,28398000000,21827000000,2019-03-31
123890,53270000000,19650000000,17531000000,2019-06-30
123890,50661000000,28302000000,22140000000,2019-09-30
123890,49577000000,25547000000,18100000000,2019-12-31
123890,51874000000,35137000000,26748000000,2020-03-31
123890,56832000000,39570000000,30139000000,2020-06-30
123890,49639000000,40528000000,30741000000,2020-09-30
123890,60106000000,47558000000,34944000000,2020-12-31
123890,44467000000,26788000000,20264000000,2021-03-31
123890,41049000000,31746000000,23920000000,2021-06-30
123890,36965000000,23449000000,17724000000,2021-09-30
123890,45318000000,31152000000,19665000000,2021-12-31
123890,45560000000,29421000000,22653000000,2022-03-31
123890,37949000000,23000000000,17489000000,2022-06-30
123890,40997000000,25937000000,20042000000,2022-09-30
123890,41714000000,22776000000,14141000000,2022-12-31
034830,32870000000,15900000000,11419000000,2015-12-31
034830,41364000000,22539000000,18251000000,2016-03-31
034830,39488000000,27404000000,20937000000,2016-06-30
034830,38472000000,30336000000,23076000000,2016-09-30
034830,45798000000,30407000000,23659000000,2016-12-31
034830,48919000000,36366000000,27951000000,2017-03-31
034830,60171000000,43331000000,32666000000,2017-06-30
034830,58368000000,41747000000,31845000000,2017-09-30
034830,61921000000,45858000000,34217000000,2017-12-31
034830,69606000000,55430000000,43400000000,2018-03-31
034830,63095000000,43887000000,31467000000,2018-06-30
034830,60622000000,43612000000,31267000000,2018-09-30
034830,61039000000,41501000000,27334000000,2018-12-31
034830,59471000000,40241000000,28893000000,2019-03-31
034830,61984000000,40586000000,29614000000,2019-06-30
034830,63093000000,36895000000,22142000000,2019-09-30
034830,55007000000,19330000000,10089000000,2019-12-31
034830,47619000000,27865000000,20381000000,2020-03-31
034830,46567000000,19928000000,10044000000,2020-06-30
034830,49441000000,19948000000,14655000000,2020-09-30
034830,65487000000,23285000000,17165000000,2020-12-31
034830,37431000000,11586000000,9010000000,2021-03-31
034830,63355000000,34185000000,28357000000,2021-06-30
034830,59105000000,39857000000,29492000000,2021-09-30
034830,45187000000,2617000000,1301000000,2021-12-31
034830,36805000000,11385000000,8248000000,2022-03-31
034830,53340000000,19756000000,14547000000,2022-06-30
034830,43831000000,18105000000,12927000000,2022-09-30
034830,54268000000,-123000000,5678000000,2022-12-31
021880,4330000000,-153000000,-1121000000,2015-12-31
021880,3293000000,3023000000,3021000000,2016-03-31
021880,1846000000,-258000000,-258000000,2016-06-30
021880,1637000000,-1705000000,-1705000000,2016-09-30
021880,2177000000,-1455000000,-1455000000,2016-12-31
021880,2946000000,-2652000000,-2652000000,2017-03-31
021880,4822000000,-2027000000,-2027000000,2017-06-30
021880,4160000000,-2027000000,-2027000000,2017-09-30
021880,8124000000,4387000000,4387000000,2017-12-31
021880,3922000000,202000000,202000000,2018-03-31
021880,558000000,-1867000000,-1867000000,2018-06-30
021880,5563000000,1694000000,1694000000,2018-09-30
021880,412000000,-1351000000,-1351000000,2018-12-31
021880,886000000,-3224000000,-3224000000,2019-03-31
021880,2757000000,891000000,796000000,2019-06-30
021880,677000000,-2584000000,-2584000000,2019-09-30
021880,4144000000,1709000000,1804000000,2019-12-31
021880,1056000000,-6956000000,-6956000000,2020-03-31
021880,260000000,-568000000,-568000000,2020-06-30
021880,2646000000,1732000000,1732000000,2020-09-30
021880,1066000000,-14000000,-14000000,2020-12-31
021880,1685000000,486000000,486000000,2021-03-31
021880,779000000,-541000000,-541000000,2021-06-30
021880,640000000,-275000000,-275000000,2021-09-30
021880,893000000,-264000000,-264000000,2021-12-31
021880,1578000000,-584000000,-584000000,2022-03-31
021880,762000000,-722000000,-722000000,2022-06-30
021880,619000000,-707000000,-705000000,2022-09-30
021880,291000000,-1527000000,-1527000000,2022-12-31
023760,23753000000,4954000000,3831000000,2015-12-31
023760,24343000000,5847000000,4529000000,2016-03-31
023760,24091000000,3799000000,2684000000,2016-06-30
023760,26489000000,4986000000,3844000000,2016-09-30
023760,23440000000,-845000000,-698000000,2016-12-31
023760,22801000000,1652000000,1252000000,2017-03-31
023760,24095000000,2471000000,1894000000,2017-06-30
023760,20099000000,3749000000,2919000000,2017-09-30
023760,26311000000,180000000,137000000,2017-12-31
023760,32316000000,5187000000,3868000000,2018-03-31
023760,33826000000,5431000000,4199000000,2018-06-30
023760,36054000000,5336000000,4668000000,2018-09-30
023760,43216000000,6163000000,4099000000,2018-12-31
023760,42280000000,7541000000,6237000000,2019-03-31
023760,44481000000,6592000000,5297000000,2019-06-30
023760,49864000000,6060000000,5019000000,2019-09-30
023760,44461000000,5596000000,4481000000,2019-12-31
023760,49519000000,9286000000,7136000000,2020-03-31
023760,50186000000,10470000000,8138000000,2020-06-30
023760,51415000000,11312000000,8707000000,2020-09-30
023760,55955000000,11097000000,8078000000,2020-12-31
023760,54836000000,15543000000,11528000000,2021-03-31
023760,61966000000,16464000000,11526000000,2021-06-30
023760,60218000000,17568000000,12960000000,2021-09-30
023760,66055000000,24124000000,17124000000,2021-12-31
023760,72979000000,29417000000,22534000000,2022-03-31
023760,72463000000,24625000000,18983000000,2022-06-30
023760,72995000000,23818000000,18033000000,2022-09-30
023760,82596000000,9237000000,5545000000,2022-12-31
007330,38773000000,12067000000,12275000000,2015-12-31
007330,18711000000,8809000000,6527000000,2016-03-31
007330,11851000000,4494000000,9027000000,2016-06-30
007330,15587000000,7252000000,6170000000,2016-09-30
007330,15365000000,5462000000,4312000000,2016-12-31
007330,14532000000,5880000000,4940000000,2017-03-31
007330,18977000000,10872000000,8739000000,2017-06-30
007330,12652000000,4017000000,3265000000,2017-09-30
007330,13804000000,3312000000,3963000000,2017-12-31
007330,15233000000,5990000000,5842000000,2018-03-31
007330,19880000000,11351000000,8993000000,2018-06-30
007330,16350000000,7776000000,7454000000,2018-09-30
007330,15405000000,1810000000,2079000000,2018-12-31
007330,18379000000,9020000000,8167000000,2019-03-31
007330,15391000000,6299000000,4918000000,2019-06-30
007330,11892000000,2467000000,2233000000,2019-09-30
007330,21875000000,12115000000,9282000000,2019-12-31
007330,17360000000,5940000000,4750000000,2020-03-31
007330,13382000000,5776000000,5559000000,2020-06-30
007330,13474000000,5515000000,6099000000,2020-09-30
007330,15270000000,6469000000,5499000000,2020-12-31
007330,14164000000,1256000000,1929000000,2021-03-31
007330,16288000000,8965000000,10198000000,2021-06-30
007330,15914000000,8585000000,8518000000,2021-09-30
007330,16155000000,5378000000,3621000000,2021-12-31
007330,16636000000,-2500000000,-1037000000,2022-03-31
007330,15906000000,2533000000,1990000000,2022-06-30
007330,24825000000,19303000000,14517000000,2022-09-30
007330,19667000000,4958000000,4612000000,2022-12-31
138930,9.98729E+11,43859000000,21954000000,2015-12-31
138930,1.31196E+12,2.15749E+11,1.63103E+11,2016-03-31
138930,1.13935E+12,2.05196E+11,1.56613E+11,2016-06-30
138930,1.27966E+12,2.0235E+11,1.4979E+11,2016-09-30
138930,1.18172E+12,88986000000,48608000000,2016-12-31
138930,1.42623E+12,2.29068E+11,1.7248E+11,2017-03-31
138930,1.14132E+12,2.22591E+11,1.66681E+11,2017-06-30
138930,1.12565E+12,2.19199E+11,1.61355E+11,2017-09-30
138930,1.12713E+12,-76534000000,-75552000000,2017-12-31
138930,1.32977E+12,2.84009E+11,2.14833E+11,2018-03-31
138930,1.24861E+12,2.21474E+11,1.58745E+11,2018-06-30
138930,1.29665E+12,2.68635E+11,1.91676E+11,2018-09-30
138930,1.18025E+12,-24285000000,-27113000000,2018-12-31
138930,1.3516E+12,2.47773E+11,1.86993E+11,2019-03-31
138930,1.37359E+12,2.46893E+11,1.84637E+11,2019-06-30
138930,1.35504E+12,2.44136E+11,1.88821E+11,2019-09-30
138930,1.14346E+12,68081000000,38496000000,2019-12-31
138930,1.59209E+12,2.05959E+11,1.48469E+11,2020-03-31
138930,1.25406E+12,2.35363E+11,1.8402E+11,2020-06-30
138930,1.15058E+12,1.91396E+11,1.47352E+11,2020-09-30
138930,1.2157E+12,1.15473E+11,82715000000,2020-12-31
138930,1.39382E+12,2.62718E+11,2.03534E+11,2021-03-31
138930,1.38661E+12,3.73904E+11,2.86113E+11,2021-06-30
138930,1.46608E+12,3.67052E+11,2.86166E+11,2021-09-30
138930,1.33419E+12,88345000000,58436000000,2021-12-31
138930,1.81177E+12,3.75245E+11,2.87127E+11,2022-03-31
138930,1.81931E+12,3.27358E+11,2.39585E+11,2022-06-30
138930,2.073E+12,3.65936E+11,2.7314E+11,2022-09-30
138930,1.85875E+12,90380000000,58470000000,2022-12-31
175330,4.92678E+11,42298000000,35658000000,2015-12-31
175330,4.96976E+11,71953000000,55243000000,2016-03-31
175330,5.23761E+11,89342000000,73609000000,2016-06-30
175330,5.24636E+11,72383000000,59168000000,2016-09-30
175330,5.51005E+11,8766000000,13830000000,2016-12-31
175330,5.66374E+11,91211000000,70643000000,2017-03-31
175330,5.69809E+11,1.14481E+11,87534000000,2017-06-30
175330,5.8441E+11,1.08144E+11,83499000000,2017-09-30
175330,5.90213E+11,31156000000,22765000000,2017-12-31
175330,6.00006E+11,1.15255E+11,88106000000,2018-03-31
175330,6.18485E+11,1.29599E+11,98337000000,2018-06-30
175330,6.21956E+11,1.26645E+11,99100000000,2018-09-30
175330,6.3333E+11,45272000000,35486000000,2018-12-31
175330,6.15674E+11,1.2279E+11,97480000000,2019-03-31
175330,6.33806E+11,1.56621E+11,1.16852E+11,2019-06-30
175330,6.11829E+11,1.28776E+11,94738000000,2019-09-30
175330,5.74703E+11,76755000000,53074000000,2019-12-31
175330,6.0053E+11,1.3642E+11,1.01607E+11,2020-03-31
175330,6.19208E+11,1.3132E+11,98609000000,2020-06-30
175330,6.25232E+11,1.53127E+11,1.17674E+11,2020-09-30
175330,6.07117E+11,48652000000,72959000000,2020-12-31
175330,6.15153E+11,1.77838E+11,1.38198E+11,2021-03-31
175330,6.28092E+11,1.93831E+11,1.511E+11,2021-06-30
175330,6.41839E+11,1.85064E+11,1.37897E+11,2021-09-30
175330,7.05999E+11,1.51555E+11,98217000000,2021-12-31
175330,7.08292E+11,2.2964E+11,1.71413E+11,2022-03-31
175330,7.43632E+11,2.12385E+11,1.57247E+11,2022-06-30
175330,8.31712E+11,2.30572E+11,1.71617E+11,2022-09-30
175330,9.14628E+11,1.53161E+11,1.1798E+11,2022-12-31
139130,8.28516E+11,15068000000,16052000000,2015-12-31
139130,1.0114E+12,1.31235E+11,1.04998E+11,2016-03-31
139130,8.10651E+11,1.1352E+11,85189000000,2016-06-30
139130,9.56465E+11,94618000000,73899000000,2016-09-30
139130,8.76454E+11,47556000000,37769000000,2016-12-31
139130,1.05407E+12,1.21193E+11,94364000000,2017-03-31
139130,8.05607E+11,1.18311E+11,93995000000,2017-06-30
139130,8.5043E+11,1.19954E+11,93760000000,2017-09-30
139130,9.31658E+11,49785000000,34152000000,2017-12-31
139130,9.18059E+11,1.29363E+11,96041000000,2018-03-31
139130,1.11377E+12,1.45598E+11,1.11076E+11,2018-06-30
139130,9.90544E+11,1.09418E+11,86076000000,2018-09-30
139130,1.14445E+12,-47749000000,1.12833E+11,2018-12-31
139130,1.29446E+12,1.33006E+11,1.12883E+11,2019-03-31
139130,1.25777E+12,1.39222E+11,1.06482E+11,2019-06-30
139130,1.26629E+12,1.03947E+11,80272000000,2019-09-30
139130,1.1503E+12,56036000000,63271000000,2019-12-31
139130,1.94399E+12,1.33273E+11,97664000000,2020-03-31
139130,1.27498E+12,1.32998E+11,1.08839E+11,2020-06-30
139130,1.24755E+12,1.31478E+11,1.0346E+11,2020-09-30
139130,1.41719E+12,92282000000,66842000000,2020-12-31
139130,1.39518E+12,1.7837E+11,1.361E+11,2021-03-31
139130,1.25097E+12,2.33711E+11,1.68637E+11,2021-06-30
139130,1.34771E+12,1.99979E+11,1.51701E+11,2021-09-30
139130,1.20181E+12,1.36548E+11,97352000000,2021-12-31
139130,1.48355E+12,2.28491E+11,1.74097E+11,2022-03-31
139130,1.82604E+12,1.9434E+11,1.344E+11,2022-06-30
139130,2.12892E+12,1.59683E+11,1.17493E+11,2022-09-30
139130,1.83261E+12,31137000000,15105000000,2022-12-31
138040,2.52335E+12,1.32571E+11,93920000000,2015-12-31
138040,3.02378E+12,1.39609E+11,1.05982E+11,2016-03-31
138040,2.94049E+12,2.12932E+11,1.60552E+11,2016-06-30
138040,2.95152E+12,1.9783E+11,1.47647E+11,2016-09-30
138040,3.43579E+12,1.3806E+11,1.07774E+11,2016-12-31
138040,3.38644E+12,2.69585E+11,2.11715E+11,2017-03-31
138040,3.10516E+12,3.07705E+11,2.34205E+11,2017-06-30
138040,3.2824E+12,2.13378E+11,1.63603E+11,2017-09-30
138040,3.72815E+12,2.13072E+11,1.46212E+11,2017-12-31
138040,3.98052E+12,2.12823E+11,1.52767E+11,2018-03-31
138040,4.04591E+12,2.20165E+11,1.82209E+11,2018-06-30
138040,4.15378E+12,2.3039E+11,1.72129E+11,2018-09-30
138040,5.04029E+12,1.39052E+11,1.32998E+11,2018-12-31
138040,5.19232E+12,2.46676E+11,1.90664E+11,2019-03-31
138040,5.14243E+12,2.72598E+11,2.18934E+11,2019-06-30
138040,5.89099E+12,1.91763E+11,1.53384E+11,2019-09-30
138040,6.08937E+12,2.5131E+11,2.24106E+11,2019-12-31
138040,1.01168E+13,2.68305E+11,1.73235E+11,2020-03-31
138040,5.5832E+12,3.51203E+11,2.68766E+11,2020-06-30
138040,5.97424E+12,3.62542E+11,2.48532E+11,2020-09-30
138040,6.79633E+12,3.9003E+11,2.34771E+11,2020-12-31
138040,7.98831E+12,4.41598E+11,3.21302E+11,2021-03-31
138040,7.8218E+12,4.5922E+11,3.44976E+11,2021-06-30
138040,8.96285E+12,4.88488E+11,3.66463E+11,2021-09-30
138040,1.0877E+13,4.11319E+11,3.50506E+11,2021-12-31
138040,1.39898E+13,6.8466E+11,5.22359E+11,2022-03-31
138040,1.77949E+13,4.99525E+11,3.68051E+11,2022-06-30
138040,2.11251E+13,6.25766E+11,4.86327E+11,2022-09-30
138040,1.74559E+13,3.90911E+11,2.63701E+11,2022-12-31
055550,6.80958E+12,5.55754E+11,4.22792E+11,2015-12-31
055550,8.69384E+12,6.55495E+11,7.87744E+11,2016-03-31
055550,6.73029E+12,8.90114E+11,7.00376E+11,2016-06-30
055550,9.71513E+12,9.36903E+11,7.224E+11,2016-09-30
055550,6.85047E+12,6.2613E+11,6.14399E+11,2016-12-31
055550,1.3801E+13,1.29826E+12,1.00725E+12,2017-03-31
055550,5.958E+12,1.15554E+12,9.01902E+11,2017-06-30
055550,7.08109E+12,1.03939E+12,8.2845E+11,2017-09-30
055550,1.15925E+13,3.35491E+11,2.10518E+11,2017-12-31
055550,8.97316E+12,1.17584E+12,8.69036E+11,2018-03-31
055550,1.17195E+13,1.33404E+12,9.48056E+11,2018-06-30
055550,7.14442E+12,1.1326E+12,8.57479E+11,2018-09-30
055550,7.50696E+12,8.56937E+11,5.23694E+11,2018-12-31
055550,1.17061E+13,1.31034E+12,9.65832E+11,2019-03-31
055550,1.21463E+13,1.40927E+12,1.07055E+12,2019-06-30
055550,1.24965E+13,1.41791E+12,1.04844E+12,2019-09-30
055550,7.51015E+12,9.08735E+11,5.57565E+11,2019-12-31
055550,1.89215E+13,1.25739E+12,9.4954E+11,2020-03-31
055550,8.26666E+12,1.25519E+12,8.92668E+11,2020-06-30
055550,8.2426E+12,1.4682E+12,1.16648E+12,2020-09-30
055550,1.35965E+13,9.48956E+11,4.89389E+11,2020-12-31
055550,1.43544E+13,1.68238E+12,1.21794E+12,2021-03-31
055550,8.36493E+12,1.69352E+12,1.27794E+12,2021-06-30
055550,1.40768E+13,1.60388E+12,1.14181E+12,2021-09-30
055550,8.93393E+12,9.72323E+11,4.74945E+11,2021-12-31
055550,1.39692E+13,1.90595E+12,1.4206E+12,2022-03-31
055550,1.86603E+13,1.7492E+12,1.33991E+12,2022-06-30
055550,2.434E+13,1.6829E+12,1.61781E+12,2022-09-30
055550,4.90729E+12,5.50028E+11,3.5384E+11,2022-12-31
316140,5.81632E+12,8.34001E+11,6.14529E+11,2019-03-31
316140,6.29546E+12,8.76411E+11,6.57434E+11,2019-06-30
316140,7.30781E+12,6.59291E+11,5.34108E+11,2019-09-30
316140,3.31467E+12,4.30273E+11,2.31525E+11,2019-12-31
316140,1.12235E+13,7.73338E+11,5.57771E+11,2020-03-31
316140,3.46423E+12,3.9926E+11,2.16262E+11,2020-06-30
316140,4.29394E+12,6.7516E+11,5.21715E+11,2020-09-30
316140,9.67335E+12,2.32636E+11,2.19501E+11,2020-12-31
316140,8.71396E+12,9.33512E+11,7.18867E+11,2021-03-31
316140,4.39126E+12,1.05033E+12,8.18384E+11,2021-06-30
316140,8.68577E+12,1.09177E+12,8.24396E+11,2021-09-30
316140,5.43734E+12,5.84141E+11,4.45724E+11,2021-12-31
316140,8.96566E+12,1.22844E+12,8.72472E+11,2022-03-31
316140,1.37493E+13,1.20367E+12,9.86832E+11,2022-06-30
