Date,Open,High,Low,Close,Volume,Change
2022-07-06,10060,10145,10060,10125,48802,
2022-07-07,10150,10170,10125,10125,89807,0.0
2022-07-08,10115,10185,10100,10140,61839,0.001481481481481417
2022-07-11,10175,10175,10140,10145,146337,0.0004930966469427478
2022-07-12,10140,10150,10120,10140,148278,-0.0004928536224740876
2022-07-13,10115,10165,10115,10160,135848,0.0019723865877712132
2022-07-14,10140,10170,10135,10150,157786,-0.0009842519685039353
2022-07-15,10150,10210,10150,10210,123632,0.005911330049261032
2022-07-18,10280,10285,10250,10270,98500,0.00587659157688547
2022-07-19,10220,10230,10200,10225,114889,-0.004381694255111923
2022-07-20,10315,10315,10270,10310,58253,0.00831295843520774
2022-07-21,10340,10350,10320,10330,125546,0.0019398642095054264
2022-07-22,10350,10430,10350,10385,99177,0.005324298160696905
2022-07-25,10395,10405,10365,10375,124401,-0.000962927298988947
2022-07-26,10390,10390,10240,10370,104895,-0.00048192771084332175
2022-07-27,10370,10370,10305,10345,83311,-0.0024108003857280513
2022-07-28,10500,10500,10395,10415,134025,0.006766553890768412
2022-07-29,10500,10545,10450,10520,124124,0.01008161305808919
2022-08-01,10600,10600,10485,10525,65812,0.00047528517110273505
2022-08-02,10565,10575,10545,10545,41988,0.0019002375296912621
2022-08-03,10490,10525,10490,10520,40820,-0.0023707918444760834
2022-08-04,10550,10740,10550,10595,71810,0.0071292775665399155
2022-08-05,10645,10645,10610,10640,98787,0.004247286455875354
2022-08-08,10550,10585,10525,10585,68216,-0.005169172932330879
2022-08-09,10645,10645,10565,10585,102883,0.0
2022-08-10,10615,10615,10515,10515,44835,-0.006613131790269233
2022-08-11,10680,10680,10555,10625,60231,0.010461245839277211
2022-08-12,10585,10585,10555,10575,59712,-0.004705882352941226
2022-08-16,10680,10700,10660,10700,45446,0.011820330969267046
2022-08-17,10720,10730,10705,10720,63649,0.0018691588785046953
2022-08-18,10670,10675,10655,10665,64604,-0.005130597014925353
2022-08-19,10830,10830,10640,10650,112656,-0.0014064697609000865
2022-08-22,10615,10615,10570,10595,34532,-0.005164319248826321
