Date,Open,High,Low,Close,Volume,Change
2022-06-30,9990,10000,9885,9910,1420,
2022-07-01,9870,9880,9780,9845,538,-0.006559031281533789
2022-07-04,9980,9980,9870,9945,1177,0.01015744032503818
2022-07-05,9960,10000,9960,10000,420,0.005530417295123158
2022-07-06,10000,10020,9910,9970,1587,-0.0030000000000000027
2022-07-07,9970,9980,9885,9900,2040,-0.007021063189568744
2022-07-08,10055,10055,9965,10035,599,0.013636363636363669
2022-07-11,10070,10070,9945,10020,117,-0.001494768310911776
2022-07-12,10000,10000,9940,9990,243,-0.0029940119760478723
2022-07-13,9910,9965,9880,9965,219,-0.0025025025025025016
2022-07-14,9870,9925,9865,9925,207,-0.004014049172102352
2022-07-15,9925,10005,9925,10005,459,0.008060453400503764
2022-07-18,10100,10100,10015,10085,417,0.007996001999000413
2022-07-19,9975,10030,9975,10030,24,-0.005453644025780857
2022-07-20,10180,10225,10120,10225,1021,0.019441674975074763
2022-07-21,10225,10260,10145,10210,56,-0.0014669926650366927
2022-07-22,10275,10320,10200,10310,5756,0.009794319294809117
2022-07-25,10280,10280,10165,10265,2711,-0.004364694471386987
2022-07-26,10190,10245,10165,10235,680,-0.002922552362396469
2022-07-27,10130,10240,10130,10230,1810,-0.0004885197850512668
2022-07-28,10255,10365,10240,10255,476,0.0024437927663734094
2022-07-29,10255,10405,10255,10405,718,0.014627011214041863
2022-08-01,10415,10515,10375,10485,5455,0.007688611244593968
2022-08-02,10395,10520,10370,10465,806,-0.0019074868860277094
2022-08-03,10435,10435,10355,10430,291,-0.0033444816053511683
2022-08-04,10430,10500,10425,10500,698,0.006711409395973256
2022-08-05,10535,10535,10410,10480,421,-0.0019047619047618536
2022-08-08,10400,10490,10400,10450,745,-0.002862595419847347
2022-08-09,10460,10490,10455,10475,219,0.0023923444976077235
2022-08-10,10445,10495,10435,10495,449,0.0019093078758949389
2022-08-11,10500,10620,10500,10620,1557,0.01191043353978083
2022-08-12,10505,10650,10505,10535,850,-0.008003766478342778
2022-08-16,10695,10790,10695,10720,1066,0.017560512577123877
2022-08-17,10735,10800,10735,10790,1067,0.006529850746268551
2022-08-18,10775,10775,10705,10755,288,-0.0032437442075996525
2022-08-19,10875,10885,10765,10765,1455,0.0009298000929800487
2022-08-22,10745,10780,10720,10725,507,-0.003715745471435161
