Date,Open,High,Low,Close,Volume,Change
2022-06-30,10050,10050,9955,9955,24791,
2022-07-01,9970,10020,9965,10015,43522,0.006027122049221401
2022-07-04,10015,10100,10015,10060,49919,0.0044932601098353064
2022-07-05,10065,10170,10065,10170,59092,0.010934393638170947
2022-07-06,10175,10190,10105,10155,12590,-0.001474926253687281
2022-07-07,10160,10180,10095,10120,12247,-0.003446578040374182
2022-07-08,10130,10180,10100,10135,9687,0.0014822134387351138
2022-07-11,10170,10175,10100,10125,37885,-0.0009866798223976403
2022-07-12,10170,10180,10110,10120,121017,-0.0004938271604938427
2022-07-13,10105,10155,10085,10115,191769,-0.000494071146245112
2022-07-14,10100,10120,10060,10085,10243,-0.002965892239248591
2022-07-15,10080,10130,10070,10130,17267,0.004462072384729732
2022-07-18,10150,10245,10150,10165,13969,0.0034550839091807006
2022-07-19,10155,10190,10125,10140,8257,-0.0024594195769798155
2022-07-20,10195,10270,10185,10195,56453,0.005424063116370892
2022-07-21,10200,10270,10190,10190,302395,-0.0004904364884746881
2022-07-22,10230,10340,10230,10320,324572,0.012757605495583801
2022-07-25,10310,10315,10285,10315,458936,-0.0004844961240310086
2022-07-26,10340,10340,10260,10285,127786,-0.00290838584585551
2022-07-27,10300,10300,10220,10290,185790,0.000486144871171712
2022-07-28,10320,10370,10270,10305,27012,0.001457725947521915
2022-07-29,10305,10480,10305,10445,417095,0.013585638039786518
2022-08-01,10445,10455,10400,10435,305403,-0.0009573958831976537
2022-08-02,10450,10505,10450,10490,390179,0.005270723526593191
2022-08-03,10515,10520,10420,10485,384162,-0.0004766444232602307
2022-08-04,10495,10550,10470,10470,335528,-0.0014306151645206988
2022-08-05,10500,10515,10470,10500,314068,0.002865329512893977
2022-08-08,10435,10450,10335,10440,364015,-0.005714285714285672
2022-08-09,10500,10500,10460,10485,314495,0.004310344827586299
2022-08-10,10500,10500,10435,10450,7707,-0.0033381020505484083
2022-08-11,10485,10560,10485,10535,34688,0.008133971291865993
2022-08-12,10495,10525,10480,10495,368864,-0.0037968675842430244
2022-08-16,10580,10670,10580,10655,67064,0.015245354930919497
2022-08-17,10640,10650,10605,10640,130170,-0.001407789770060952
2022-08-18,10680,10680,10575,10650,13534,0.0009398496240602405
2022-08-19,10700,10705,10625,10625,8148,-0.0023474178403756207
2022-08-22,10650,10650,10540,10580,12384,-0.004235294117647004
