Date,Open,High,Low,Close,Volume,Change
2022-06-28,10020,10025,9955,9995,115957,
2022-06-29,9860,9860,9780,9835,77109,-0.016008004002000975
2022-06-30,9830,9900,9800,9805,61185,-0.0030503304524657215
2022-07-01,9805,9805,9710,9755,96033,-0.0050994390617031815
2022-07-04,9840,9840,9750,9825,7335,0.007175807278318791
2022-07-05,9870,9880,9800,9880,9295,0.005597964376590436
2022-07-06,9930,9930,9795,9810,10305,-0.007085020242915019
2022-07-07,9985,9985,9880,9935,7627,0.012742099898063186
2022-07-08,10095,10095,10025,10025,15223,0.00905888273779576
2022-07-11,10190,10190,10030,10075,7407,0.004987531172069737
2022-07-12,10025,10025,9955,10000,3161,-0.007444168734491274
2022-07-13,9945,9945,9850,9910,15746,-0.009000000000000008
2022-07-14,9905,9915,9810,9890,2820,-0.0020181634712411745
2022-07-15,9965,10020,9930,10005,4311,0.011627906976744207
2022-07-18,10150,10150,9800,10100,5727,0.00949525237381299
2022-07-19,10085,10085,9970,9970,4019,-0.012871287128712883
2022-07-20,10500,10500,10115,10190,8856,0.02206619859578729
2022-07-21,10200,10310,10200,10240,2281,0.004906771344455274
2022-07-22,10330,10430,10280,10410,5775,0.0166015625
2022-07-25,10405,10410,10315,10375,15600,-0.00336215177713739
2022-07-26,10370,10380,10300,10360,8339,-0.0014457831325300763
2022-07-27,10370,10395,10330,10365,3907,0.00048262548262556493
2022-07-28,10370,10515,10370,10420,13785,0.005306319343945987
2022-07-29,10620,10635,10515,10625,9719,0.01967370441458738
2022-08-01,10690,10705,10565,10615,19419,-0.0009411764705882231
2022-08-02,10785,10785,10660,10720,11679,0.009891662741403628
2022-08-03,10800,10800,10700,10735,16127,0.0013992537313431974
2022-08-04,10895,10895,10720,10820,11988,0.007918025151373964
2022-08-05,10850,10850,10740,10850,12395,0.0027726432532346745
2022-08-08,11055,11055,10700,10730,59765,-0.011059907834101379
2022-08-09,10730,10745,10665,10740,13050,0.0009319664492077884
2022-08-10,10700,10700,10620,10695,12947,-0.0041899441340782495
2022-08-11,11055,11055,10755,10875,8517,0.016830294530154388
2022-08-12,10850,10850,10720,10775,21186,-0.00919540229885063
2022-08-16,10775,11095,10775,11060,18593,0.02645011600928071
2022-08-17,11150,11150,11070,11115,83361,0.004972875226039841
2022-08-18,11110,11140,11025,11140,30442,0.002249212775528475
2022-08-19,11205,11235,11155,11170,26097,0.0026929982046679513
2022-08-22,11055,11090,10975,11090,88332,-0.0071620411817368
