Date,Open,High,Low,Close,Volume,Change
2022-05-11,10025,10065,10025,10055,244121,
2022-05-12,9950,9980,9905,9930,91223,-0.012431626056688239
2022-05-13,9960,9985,9940,9950,103568,0.002014098690835908
2022-05-16,10145,10145,10040,10040,2749,0.009045226130653283
2022-05-17,10045,10085,10045,10055,124563,0.0014940239043825798
2022-05-18,10110,10175,10105,10120,94416,0.006464445549477782
2022-05-19,9790,9795,9725,9775,1015,-0.03409090909090906
2022-05-20,9745,9800,9720,9755,11453,-0.002046035805626567
2022-05-23,9760,9800,9760,9790,901,0.0035879036391595065
2022-05-24,9775,9775,9690,9745,151492,-0.004596527068437162
2022-05-25,9715,9780,9705,9775,147909,0.0030785017957926097
2022-05-26,9820,9850,9795,9815,207123,0.004092071611253134
2022-05-27,9990,9995,9925,9935,77927,0.012226184411614938
2022-05-30,10200,10240,10190,10190,373,0.025666834423754503
2022-05-31,10125,10155,10085,10095,174229,-0.009322865554465154
2022-06-02,10030,10090,10030,10090,96,-0.0004952947003467045
2022-06-03,10240,10240,9680,10180,420,0.008919722497522375
2022-06-07,10170,10170,10075,10075,1548,-0.01031434184675839
2022-06-08,10225,10225,10175,10210,65,0.013399503722084427
2022-06-09,10190,10190,10120,10140,30424,-0.006856023506366271
2022-06-10,9985,10005,9950,10005,137472,-0.013313609467455634
2022-06-13,9675,9730,9620,9620,5273,-0.03848075962018993
2022-06-14,9525,9590,9465,9590,1180,-0.0031185031185031464
2022-06-15,9465,9475,9410,9455,525,-0.014077163712200247
2022-06-16,9560,9600,9455,9455,1306,0.0
2022-06-17,9255,9275,9215,9225,1125,-0.02432575356953992
2022-06-20,9310,9310,9195,9220,25975,-0.0005420054200542257
2022-06-21,9370,9370,9315,9365,5764,0.01572668112798259
2022-06-22,9435,9475,9375,9375,1145,0.0010678056593700358
2022-06-23,9445,9490,9445,9490,24,0.012266666666666648
2022-06-24,9535,9630,9515,9625,617,0.014225500526870327
2022-06-27,9710,9780,9710,9770,509,0.015064935064935003
2022-06-28,9770,9770,9680,9755,1011,-0.0015353121801432446
2022-06-29,9620,9670,9560,9670,1892,-0.00871348026652996
2022-06-30,9660,9660,9480,9480,1052,-0.01964839710444677
2022-07-01,9420,9420,9360,9380,184,-0.010548523206751037
2022-07-04,9525,9525,9470,9515,118,0.014392324093816633
2022-07-05,9610,9625,9585,9625,409,0.011560693641618602
2022-07-06,9610,9695,9590,9620,459,-0.0005194805194804752
2022-07-07,9700,9700,9635,9670,803,0.005197505197505281
2022-07-08,9785,9790,9740,9770,1046,0.010341261633919352
2022-07-11,9885,9885,9795,9795,3331,0.0025588536335721113
2022-07-12,9800,9800,9680,9745,547,-0.005104645227156701
2022-07-13,9630,9640,9540,9635,1562,-0.011287839917906606
2022-07-14,9555,9615,9555,9615,178,-0.002075765438505406
2022-07-15,9710,9755,9650,9705,54,0.009360374414976613
2022-07-18,9885,9890,9820,9860,645,0.01597114889232354
2022-07-19,9830,9830,9760,9785,90,-0.007606490872210991
2022-07-20,9930,10010,9930,10010,980,0.022994379151762834
2022-07-21,10105,10105,10045,10065,135,0.005494505494505475
2022-07-22,10220,10220,10145,10195,534,0.012916045702930923
2022-07-25,10240,10240,10105,10160,11161,-0.00343305541932315
2022-07-26,10080,10080,10035,10035,124,-0.01230314960629919
2022-07-27,10035,10050,10020,10050,10,0.001494768310911887
2022-07-28,10160,10160,10065,10065,507,0.0014925373134329067
2022-07-29,10300,10315,10275,10315,1125,0.02483854942871333
2022-08-01,10390,10430,10390,10415,540,0.009694619486185108
2022-08-02,10425,10425,10405,10410,253,-0.000480076812290009
2022-08-03,10495,10495,10445,10460,139,0.004803073967339033
2022-08-04,10610,10630,10570,10615,43,0.014818355640535463
2022-08-05,10605,10610,10535,10560,796,-0.005181347150259086
2022-08-08,10650,10650,10555,10590,967,0.0028409090909091717
2022-08-09,10640,10640,10465,10525,441,-0.006137865911236995
2022-08-10,10615,10615,10485,10485,16,-0.0038004750593824133
2022-08-11,10700,10700,10625,10630,950,0.013829279923700533
2022-08-12,10650,10690,10630,10630,274,0.0
2022-08-16,10930,10930,10860,10890,227,0.024459078080903085
2022-08-17,10970,10970,10940,10970,34,0.007346189164370909
2022-08-18,10900,10950,10890,10935,274,-0.0031905195989061497
2022-08-19,11040,11060,11020,11020,172,0.007773205304069553
2022-08-22,10920,10990,10920,10985,123,-0.0031760435571688284
