Date,Open,High,Low,Close,Volume,Change
2022-05-17,9720,9795,9720,9760,171479,
2022-05-18,9860,9860,9805,9820,160970,0.006147540983606481
2022-05-19,9570,9580,9510,9580,170855,-0.024439918533604943
2022-05-20,9670,9900,9625,9900,166611,0.03340292275574108
2022-05-23,9965,9965,9910,9950,149361,0.005050505050504972
2022-05-24,9965,9965,9795,9795,168444,-0.015577889447236148
2022-05-25,9755,9850,9740,9820,163868,0.002552322613578406
2022-05-26,9985,10045,9825,9855,166026,0.003564154786150686
2022-05-27,10010,10010,9865,9870,42119,0.0015220700152207556
2022-05-30,10070,10110,10070,10110,43715,0.024316109422492405
2022-05-31,10110,10145,10060,10110,138565,0.0
2022-06-02,10120,10160,10090,10155,131171,0.004451038575667754
2022-06-03,10220,10280,10215,10225,30407,0.006893156080748364
2022-06-07,10150,10150,9915,9950,30873,-0.02689486552567233
2022-06-08,9950,9960,9850,9860,111825,-0.009045226130653283
2022-06-09,9845,9845,9750,9780,31026,-0.008113590263691739
2022-06-10,9665,9745,9655,9665,204687,-0.011758691206543936
2022-06-13,9445,9445,9070,9070,519,-0.061562338334195554
2022-06-14,8835,8995,8800,8935,180585,-0.014884233737596508
2022-06-15,8865,8865,8525,8565,149057,-0.04141018466703972
2022-06-16,8790,8845,8505,8540,9074,-0.0029188558085230243
2022-06-17,8240,8485,8240,8425,127756,-0.013466042154566704
2022-06-20,8445,8445,8040,8120,173,-0.03620178041543032
2022-06-21,8185,8375,8185,8355,13917,0.02894088669950734
2022-06-22,8345,8345,7895,7895,102,-0.05505685218432077
2022-06-23,7915,7975,7605,7605,266,-0.036732108929702356
2022-06-24,7765,8090,7765,8090,310,0.06377383300460227
2022-06-27,8130,8260,8120,8215,147,0.015451174289246028
2022-06-28,8260,8260,8115,8245,28,0.0036518563603165077
2022-06-29,8075,8240,8075,8190,17715,-0.006670709520921747
2022-06-30,8190,8190,7995,7995,48,-0.023809523809523836
2022-07-01,8040,8080,7780,7785,101,-0.026266416510318913
2022-07-04,7815,7815,7620,7730,58,-0.007064868336544627
2022-07-05,7785,8015,7785,8010,6005,0.036222509702457995
2022-07-06,8035,8230,8035,8080,18,0.008739076154806513
2022-07-07,8125,8160,8075,8075,6,-0.0006188118811880639
2022-07-08,8180,8280,8180,8215,20675,0.017337461300309664
2022-07-11,8215,8215,8145,8145,69,-0.008520998174071814
2022-07-12,8095,8095,7910,7950,92,-0.023941068139963217
2022-07-13,8010,8135,7970,8110,286,0.020125786163522008
2022-07-14,8160,8255,8160,8205,27,0.011713933415536282
2022-07-15,8220,8220,8075,8100,155,-0.012797074954296161
2022-07-18,8325,8420,8305,8420,10034,0.03950617283950608
2022-07-19,8320,8395,8320,8375,5,-0.005344418052256494
2022-07-20,8585,8585,8470,8470,5,0.01134328358208947
2022-07-21,8485,8605,8485,8580,9,0.01298701298701288
2022-07-22,8570,8580,8510,8510,127,-0.00815850815850816
2022-07-25,8425,8475,8405,8440,174,-0.008225616921269108
2022-07-26,8420,8425,8385,8390,36,-0.005924170616113722
2022-07-27,8335,8360,8335,8345,21,-0.005363528009535212
2022-07-28,8555,8555,8400,8400,89,0.006590772917914878
2022-07-29,8505,8550,8495,8500,7,0.011904761904761862
2022-08-01,8520,8550,8520,8535,5,0.004117647058823559
2022-08-02,8495,8495,8410,8460,77,-0.008787346221441172
2022-08-03,8475,8680,8475,8680,166,0.026004728132387633
2022-08-04,8765,8940,8765,8940,1627,0.02995391705069128
2022-08-05,8885,8885,8860,8885,113,-0.00615212527964204
2022-08-08,8820,8820,8745,8795,76,-0.010129431626336505
2022-08-09,8840,8865,8790,8850,118,0.00625355315520193
2022-08-10,8730,8740,8600,8600,23387,-0.02824858757062143
2022-08-11,8815,8835,8805,8835,188,0.027325581395348797
2022-08-12,8795,8835,8770,8815,261,-0.002263723825693287
2022-08-16,8875,8880,8815,8850,22352,0.003970504821327214
2022-08-17,8815,8845,8780,8835,740,-0.0016949152542372614
2022-08-18,8725,8885,8700,8840,40,0.0005659309564232107
2022-08-19,8735,8735,8625,8645,146,-0.022058823529411797
2022-08-22,8455,8475,8355,8355,13,-0.03354540196645461
