Date,Open,High,Low,Close,Volume,Change
2018-02-07,8644,8644,8358,8362,312,
2018-02-08,8388,8462,8345,8464,332,0.012198038746711326
2018-02-09,8190,8279,8190,8283,110,-0.021384688090737236
2018-02-12,8349,8349,8349,8354,1,0.008571773512012548
2018-02-13,8349,8349,8349,8354,0,0.0
2018-02-14,8439,8439,8439,8441,10,0.010414172851328729
2018-02-19,8531,8531,8531,8535,10,0.011136121312640634
2018-02-20,8531,8531,8531,8535,2,0.0
2018-02-21,8531,8531,8531,8535,0,0.0
2018-02-22,8513,8513,8439,8488,11,-0.005506736965436465
2018-02-23,8531,8601,8531,8606,7,0.013901979264844488
2018-02-26,8667,8667,8626,8647,9,0.004764118057169364
2018-02-27,8676,8676,8676,8680,10,0.0038163524921939196
2018-02-28,8560,8560,8560,8562,4,-0.01359447004608294
2018-03-02,8536,8536,8536,8539,0,-0.0026862882504087304
2018-03-05,8570,8570,8570,8571,1,0.0037475114181988456
2018-03-06,8550,8550,8550,8554,108,-0.001983432504958582
2018-03-07,8480,8480,8480,8483,0,-0.008300210427869992
2018-03-08,8523,8523,8523,8525,1,0.004951078627843941
2018-03-09,8699,8699,8695,8699,98,0.02041055718475082
2018-03-12,8779,8779,8779,8784,0,0.009771238073341681
2018-03-13,8783,8783,8783,8788,0,0.00045537340619317135
2018-03-14,8783,8783,8783,8788,0,0.0
2018-03-15,8844,8844,8844,8849,2,0.006941283568502543
2018-03-16,8821,8821,8821,8825,61,-0.0027121708667645628
2018-03-19,8793,8793,8793,8798,1,-0.0030594900849858497
2018-03-20,8798,8798,8798,8803,0,0.0005683109797680608
2018-03-21,8835,8835,8798,8807,21,0.0004543905486766864
2018-03-22,8830,8854,8830,8849,21,0.004768933802657083
2018-03-23,8626,8626,8611,8615,155,-0.02644366595095493
2018-03-26,8550,8550,8550,8554,107,-0.007080673244341251
2018-03-27,8652,8652,8652,8657,107,0.012041150339022755
2018-03-28,8565,8565,8565,8567,0,-0.01039621115860001
2018-03-29,8601,8601,8601,8606,107,0.004552352048558417
2018-03-30,8695,8695,8667,8671,5,0.007552870090634434
2018-04-02,8723,8775,8644,8647,115861,-0.0027678468458078864
2018-04-03,8601,8621,8565,8611,131105,-0.004163293627847842
2018-04-04,8685,8685,8616,8623,86897,0.0013935663685982203
2018-04-05,8591,8640,8584,8611,102817,-0.0013916270439522371
2018-04-06,8565,8588,8531,8591,98018,-0.002322610614330478
2018-04-09,8560,8580,8523,8554,132093,-0.004306832731928778
2018-04-10,8570,8621,8485,8623,114555,0.008066401683422875
2018-04-11,8611,8626,8560,8586,146115,-0.0042908500521859905
2018-04-12,8591,8621,8555,8586,113141,0.0
2018-04-13,8596,8626,8550,8619,113639,0.0038434661076169885
2018-04-16,8616,8644,8541,8586,139901,-0.0038287504350852375
2018-04-17,8584,8601,8541,8557,98975,-0.003377591427905946
2018-04-18,8570,8626,8570,8615,101960,0.006778076428654911
2018-04-19,8601,8601,8545,8549,107219,-0.007661056297156077
2018-04-20,8580,8580,8503,8506,102417,-0.0050298280500643555
2018-04-23,8503,8508,8453,8493,107996,-0.0015283329414530478
2018-04-24,8480,8480,8434,8469,102815,-0.0028258565877781194
2018-04-25,8397,8424,8363,8366,101611,-0.012162002597709276
2018-04-26,8419,8485,8419,8469,104525,0.01231173798709051
2018-04-27,8532,8566,8466,8521,116885,0.006140040146416448
2018-04-30,8509,8561,8504,8562,3043,0.004811641826076851
2018-05-02,8556,8556,8527,8530,26,-0.0037374445223078423
2018-05-03,8495,8495,8495,8496,3,-0.00398593200468933
2018-05-04,8424,8424,8349,8354,188,-0.016713747645951016
2018-05-08,8373,8373,8274,8278,83,-0.00909743835288479
2018-05-09,8349,8397,8326,8399,69,0.014617057260207789
2018-05-10,8409,8409,8409,8414,64,0.0017859268960591645
2018-05-11,8458,8481,8458,8483,59,0.008200618017589756
2018-05-14,8481,8491,8481,8483,177,0.0
2018-05-15,8471,8471,8471,8474,58,-0.0010609454202522572
2018-05-16,8466,8466,8466,8469,10,-0.0005900401227283414
2018-05-17,8476,8476,8471,8478,140,0.0010626992561104665
2018-05-18,8439,8439,8439,8441,10,-0.00436423684831333
2018-05-21,8491,8491,8491,8493,34,0.00616040753465219
2018-05-23,8486,8486,8486,8488,10,-0.0005887201224538119
2018-05-24,8527,8527,8524,8530,8,0.004948162111215737
2018-05-25,8532,8537,8509,8511,21,-0.0022274325908557824
2018-05-28,8509,8532,8509,8535,12,0.0028198801550933794
2018-05-29,8499,8499,8499,8501,1,-0.00398359695371997
2018-05-30,8298,8298,8298,8302,10,-0.02340901070462298
2018-05-31,8331,8331,8331,8334,33,0.0038544928932786604
2018-06-01,8331,8331,8331,8334,10,0.0
2018-06-04,8414,8414,8414,8419,10,0.010199184065274869
2018-06-05,8409,8409,8409,8414,21,-0.0005938947618482349
2018-06-07,8576,8576,8576,8576,14,0.0192536249108628
2018-06-08,8527,8527,8527,8530,266,-0.0053638059701492935
2018-06-11,8581,8581,8581,8581,10,0.005978898007034106
2018-06-12,8602,8602,8602,8606,20,0.002913413355086769
2018-06-14,8509,8509,8509,8511,10,-0.01103881013246577
2018-06-15,8368,8368,8368,8371,58,-0.016449300904711528
2018-06-18,8289,8289,8289,8292,82,-0.009437343208696714
2018-06-19,8246,8246,8246,8250,1,-0.00506512301013029
2018-06-20,8195,8195,8195,8198,35,-0.006303030303030255
2018-06-21,8256,8256,8246,8250,2,0.006343010490363454
2018-06-22,8190,8213,8190,8217,122,-0.0040000000000000036
2018-06-25,8213,8213,8213,8217,10,0.0
2018-06-26,8180,8180,8180,8184,10,-0.004016064257028162
2018-06-27,8180,8180,8180,8184,23,0.0
2018-06-28,8051,8051,8051,8052,10,-0.016129032258064502
2018-06-29,8147,8147,8147,8151,0,0.012295081967213184
2018-07-02,8078,8078,7961,7964,12,-0.022941970310391357
2018-07-03,7938,7938,7868,7869,3,-0.011928679055750901
2018-07-04,7920,7920,7920,7921,11,0.006608209429406431
2018-07-05,7930,7930,7930,7930,21,0.001136220174220437
2018-07-06,8014,8014,8014,8015,0,0.010718789407313967
2018-07-09,8101,8101,8101,8104,0,0.011104179663131708
2018-07-10,8101,8101,8101,8104,0,0.0
2018-07-11,8086,8086,8086,8090,0,-0.0017275419545903503
2018-07-12,8086,8086,8086,8090,0,0.0
2018-07-13,8217,8217,8217,8222,0,0.01631644004944377
2018-07-16,8200,8205,8200,8207,195,-0.0018243736317197223
2018-07-17,8171,8171,8171,8175,83,-0.003899110515413695
2018-07-18,8162,8162,8162,8166,0,-0.0011009174311926717
2018-07-19,8138,8138,8138,8143,0,-0.002816556453588026
2018-07-20,8128,8128,8128,8133,36,-0.0012280486307257865
2018-07-23,8027,8027,8027,8029,10,-0.012787409320054066
2018-07-24,8070,8070,8070,8072,1,0.005355586000747259
2018-07-25,8096,8096,8096,8099,1,0.0033448959365709463
2018-07-26,8115,8115,8115,8118,1,0.002345968638103546
2018-07-27,8096,8119,8096,8123,24,0.0006159152500615495
2018-07-30,8142,8142,8142,8146,1,0.0028314662070663132
2018-07-31,8081,8081,8081,8086,1,-0.007365578197888523
2018-08-01,8119,8119,8119,8123,0,0.004575810042047879
2018-08-02,8031,8031,8031,8034,0,-0.010956543149082898
2018-08-03,8046,8046,8046,8048,1,0.0017425939756037234
2018-08-06,8051,8051,8051,8052,12,0.0004970178926442248
2018-08-07,8051,8051,8051,8052,0,0.0
2018-08-08,8065,8065,8065,8067,1,0.0018628912071534387
2018-08-09,8009,8009,8009,8010,2,-0.007065823726292275
2018-08-10,7942,7942,7942,7945,0,-0.00811485642946319
2018-08-13,7839,7839,7839,7842,1,-0.012964128382630613
2018-08-14,7873,7873,7873,7874,0,0.0040805916857944435
2018-08-16,7741,7741,7741,7743,52,-0.016637033274066515
2018-08-17,7839,7839,7839,7842,76,0.012785741960480435
2018-08-20,7835,7835,7835,7837,24,-0.0006375924509053332
2018-08-21,7915,7915,7915,7916,0,0.010080387903534493
2018-08-22,7895,7895,7895,7898,1,-0.002273875694795313
2018-08-23,7966,7966,7966,7969,0,0.008989617624715063
2018-08-24,7980,7980,7980,7983,9,0.0017568076295646495
2018-08-27,8065,8065,8065,8067,23,0.010522360015031929
2018-08-28,8065,8065,8065,8067,0,0.0
2018-08-29,8111,8111,8111,8113,0,0.005702243708937571
2018-08-30,8086,8086,8086,8090,0,-0.002834956243066733
2018-08-31,8119,8119,8119,8123,0,0.0040791100123609425
2018-09-03,8078,8078,8078,8081,0,-0.005170503508555968
2018-09-04,8096,8096,8096,8099,0,0.0022274470981313854
2018-09-05,8073,8073,8060,8062,21,-0.004568465242622555
2018-09-06,7971,7971,7971,7973,0,-0.011039444306623625
2018-09-07,7910,7910,7910,7912,1,-0.007650821522638851
2018-09-10,7930,7930,7930,7930,0,0.0022750252780585623
2018-09-11,7925,7925,7925,7925,1,-0.0006305170239596647
2018-09-12,7925,7925,7925,7925,0,0.0
2018-09-13,7947,7947,7947,7950,1,0.003154574132492094
2018-09-14,8009,8009,8009,8010,2,0.007547169811320753
2018-09-17,7976,7976,7976,7978,124,-0.003995006242197285
2018-09-18,7985,7985,7985,7986,0,0.001002757583354219
2018-09-19,7985,7985,7985,7986,0,0.0
2018-09-20,7980,7980,7980,7983,24,-0.00037565740045075735
2018-09-21,8004,8004,8004,8005,10,0.0027558561944132087
2018-09-27,8056,8056,8056,8057,24,0.006495940037476666
2018-09-28,8073,8073,8073,8077,0,0.002482313516197099
2018-10-01,8096,8096,8096,8099,0,0.002723783583013395
2018-10-02,7999,7999,7999,8001,0,-0.012100259291270565
2018-10-04,7868,7868,7868,7869,0,-0.0164979377577803
2018-10-05,7797,7797,7797,7799,12,-0.008895666539585734
2018-10-08,7853,7853,7853,7856,2,0.007308629311450154
2018-10-10,7698,7698,7698,7703,0,-0.019475560081466448
2018-10-11,7417,7417,7417,7421,1,-0.03660911333246786
2018-10-12,7520,7520,7520,7524,0,0.013879531060503991
2018-10-15,7488,7488,7488,7491,54,-0.004385964912280715
2018-10-16,7465,7465,7465,7468,0,-0.0030703510879722673
2018-10-17,7568,7568,7568,7571,80,0.013792179967862861
2018-10-18,7446,7446,7446,7448,0,-0.016246202615242344
2018-10-19,7470,7470,7470,7473,0,0.003356605800214796
2018-10-22,7465,7465,7465,7468,26,-0.0006690753378830738
2018-10-23,7339,7339,7339,7341,1,-0.017005891805034867
2018-10-24,7339,7339,7339,7341,0,0.0
2018-10-25,7100,7100,7100,7102,1,-0.03255687236071381
2018-10-26,7109,7109,7109,7111,0,0.001267248662348619
2018-10-29,7029,7029,7029,7032,0,-0.01110954858669666
2018-10-30,7029,7029,7029,7032,0,0.0
2018-10-31,7053,7053,7053,7056,120,0.0034129692832765013
2018-11-01,7085,7085,7085,7089,272,0.0046768707482993666
2018-11-02,7250,7250,7250,7251,2,0.022852306390181987
2018-11-05,7198,7198,7198,7201,13,-0.006895600606812824
2018-11-06,7254,7254,7254,7256,0,0.007637828079433362
2018-11-07,7236,7236,7236,7238,0,-0.0024807056229327884
2018-11-08,7264,7264,7264,7266,0,0.003868471953578423
2018-11-09,7236,7236,7236,7238,0,-0.003853564547206201
2018-11-12,7250,7264,7236,7247,1576298,0.0012434374136500725
2018-11-13,7180,7180,7066,7177,2027003,-0.009659169311439175
2018-11-14,7171,7180,7141,7146,1717278,-0.004319353490316313
2018-11-15,7171,7236,7146,7233,2170142,0.01217464315701089
2018-11-16,7259,7301,7236,7261,2276892,0.0038711461357665566
2018-11-19,7264,7283,7250,7280,2225701,0.002616719460129424
2018-11-20,7231,7231,7184,7192,2223,-0.012087912087912045
2018-11-21,7136,7136,7090,7094,4,-0.01362625139043383
2018-11-22,7188,7188,7188,7192,1,0.0138144911192557
2018-11-23,7161,7161,7161,7162,1,-0.004171301446051157
2018-11-26,7231,7231,7231,7233,2,0.009913432002234046
2018-11-27,7278,7301,7250,7251,5,0.002488593944421469
2018-11-28,7339,7353,7339,7354,37,0.014204937250034577
2018-11-29,7399,7399,7399,7402,0,0.006527060103345139
2018-11-30,7319,7319,7319,7323,3,-0.01067279113753039
2018-12-03,7470,7470,7470,7473,1,0.020483408439164297
2018-12-04,7404,7404,7404,7407,3,-0.00883179446005622
2018-12-05,7324,7324,7324,7328,13,-0.010665586607263355
2018-12-06,7269,7269,7269,7270,10,-0.007914847161572092
2018-12-07,7188,7198,7188,7201,2,-0.00949105914718018
2018-12-10,7100,7100,7100,7102,0,-0.013748090542980096
2018-12-11,7085,7085,7085,7089,7,-0.0018304702900591163
2018-12-12,7188,7188,7188,7192,0,0.014529552828325576
2018-12-13,7245,7245,7245,7247,0,0.007647385984427046
2018-12-14,7171,7171,7171,7172,0,-0.010349109976542037
2018-12-17,7151,7180,7151,7158,354,-0.0019520356943669714
2018-12-18,7123,7123,7123,7126,0,-0.004470522492316276
2018-12-19,7156,7156,7156,7158,0,0.0044905978108336075
2018-12-20,7100,7100,7100,7102,28,-0.007823414361553538
2018-12-21,7123,7123,7123,7126,0,0.003379329766262984
2018-12-24,7123,7123,7123,7126,0,0.0
2018-12-26,7029,7029,7029,7032,0,-0.01319113106932357
2018-12-27,7151,7151,7151,7154,2,0.017349260523321863
2018-12-28,7180,7180,7180,7182,1,0.00391389432485334
2019-01-02,7066,7066,7066,7069,0,-0.0157337788916736
2019-01-03,6997,6997,6997,6999,1,-0.009902390720045284
2019-01-04,6973,7001,6973,7004,21,0.0007143877696813572
